ファイル名,内容
pol_p10.png,共産主義を信奉する架空の政治家「星燐 喜夫」の胸像ポートレート。槌と鎌と団結する労働者、赤色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p11.png,共産主義を信奉する架空の政治家「毛沢 南」の胸像ポートレート。槌と鎌と団結する労働者、赤色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p12.png,共産主義を信奉する架空の政治家「片山　徹」の胸像ポートレート。槌と鎌と団結する労働者、赤色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p13.png,共産主義を信奉する架空の政治家「芦田　仁」の胸像ポートレート。槌と鎌と団結する労働者、赤色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p14.png,共産主義を信奉する架空の政治家「徳田　球児」の胸像ポートレート。槌と鎌と団結する労働者、赤色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p15.png,共産主義を信奉する架空の政治家「幸徳冬水」の胸像ポートレート。槌と鎌と団結する労働者、赤色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p16.png,共産主義を信奉する架空の政治家「村山　富二」の胸像ポートレート。槌と鎌と団結する労働者、赤色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p17.png,共産主義を信奉する架空の政治家「不破　哲二」の胸像ポートレート。槌と鎌と団結する労働者、赤色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p18.png,共産主義を信奉する架空の政治家「水井　たか子」の胸像ポートレート。槌と鎌と団結する労働者、赤色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p19.png,共産主義を信奉する架空の政治家「福岡　みすず」の胸像ポートレート。槌と鎌と団結する労働者、赤色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p20.png,共産主義を信奉する架空の政治家「無所属議員1」の胸像ポートレート。槌と鎌と団結する労働者、赤色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p21.png,共産主義を信奉する架空の政治家「無所属議員2」の胸像ポートレート。槌と鎌と団結する労働者、赤色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p22.png,軍国主義を信奉する架空の政治家「加流部　人良」の胸像ポートレート。軍人のシルエットと旗と要塞、暗い赤と鉄色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p23.png,軍国主義を信奉する架空の政治家「夢想　利一」の胸像ポートレート。軍人のシルエットと旗と要塞、暗い赤と鉄色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p24.png,軍国主義を信奉する架空の政治家「沖田　鉄山」の胸像ポートレート。軍人のシルエットと旗と要塞、暗い赤と鉄色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p25.png,軍国主義を信奉する架空の政治家「石岡　莞爾」の胸像ポートレート。軍人のシルエットと旗と要塞、暗い赤と鉄色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p26.png,軍国主義を信奉する架空の政治家「北条　英樹」の胸像ポートレート。軍人のシルエットと旗と要塞、暗い赤と鉄色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p27.png,軍国主義を信奉する架空の政治家「畿内　光政」の胸像ポートレート。軍人のシルエットと旗と要塞、暗い赤と鉄色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p28.png,軍国主義を信奉する架空の政治家「山梨　権兵衛」の胸像ポートレート。軍人のシルエットと旗と要塞、暗い赤と鉄色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p29.png,軍国主義を信奉する架空の政治家「南園寺　公望」の胸像ポートレート。軍人のシルエットと旗と要塞、暗い赤と鉄色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p30.png,軍国主義を信奉する架空の政治家「新潟　有朋」の胸像ポートレート。軍人のシルエットと旗と要塞、暗い赤と鉄色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p31.png,軍国主義を信奉する架空の政治家「桂木　次郎」の胸像ポートレート。軍人のシルエットと旗と要塞、暗い赤と鉄色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p32.png,軍国主義を信奉する架空の政治家「無所属議員3」の胸像ポートレート。軍人のシルエットと旗と要塞、暗い赤と鉄色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p33.png,軍国主義を信奉する架空の政治家「無所属議員4」の胸像ポートレート。軍人のシルエットと旗と要塞、暗い赤と鉄色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p34.png,科学主義を信奉する架空の政治家「武欄　栗男」の胸像ポートレート。原子・フラスコ・歯車と未来都市、青色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p35.png,軍国主義を信奉する架空の政治家「榎本　松秋」の胸像ポートレート。軍人のシルエットと旗と要塞、暗い赤と鉄色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p36.png,軍国主義を信奉する架空の政治家「琢磨　象山」の胸像ポートレート。軍人のシルエットと旗と要塞、暗い赤と鉄色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p37.png,共産主義を信奉する架空の政治家「福本　諭吉」の胸像ポートレート。槌と鎌と団結する労働者、赤色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p38.png,科学主義を信奉する架空の政治家「三科　芳雄」の胸像ポートレート。原子・フラスコ・歯車と未来都市、青色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p39.png,科学主義を信奉する架空の政治家「南里　柴三郎」の胸像ポートレート。原子・フラスコ・歯車と未来都市、青色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p40.png,環境主義を信奉する架空の政治家「有村　行亜」の胸像ポートレート。大樹と風車と豊かな自然、緑色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p41.png,環境主義を信奉する架空の政治家「鹿村　礼子」の胸像ポートレート。大樹と風車と豊かな自然、緑色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p42.png,環境主義を信奉する架空の政治家「田中　泰造」の胸像ポートレート。大樹と風車と豊かな自然、緑色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p43.png,科学主義を信奉する架空の政治家「西方　熊楠」の胸像ポートレート。原子・フラスコ・歯車と未来都市、青色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p44.png,を信奉する架空の政治家「大澤　一郎」の胸像ポートレート。の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p45.png,を信奉する架空の政治家「天和」の胸像ポートレート。の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p46.png,を信奉する架空の政治家「端本　哲夫」の胸像ポートレート。の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p47.png,を信奉する架空の政治家「無所属議員5」の胸像ポートレート。の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p48.png,を信奉する架空の政治家「無所属議員6」の胸像ポートレート。の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p49.png,科学主義を信奉する架空の政治家「湯川　秀彦」の胸像ポートレート。原子・フラスコ・歯車と未来都市、青色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p50.png,科学主義を信奉する架空の政治家「朝長　振太」の胸像ポートレート。原子・フラスコ・歯車と未来都市、青色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p51.png,科学主義を信奉する架空の政治家「江崎　礼於」の胸像ポートレート。原子・フラスコ・歯車と未来都市、青色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p52.png,科学主義を信奉する架空の政治家「利根河　進」の胸像ポートレート。原子・フラスコ・歯車と未来都市、青色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p53.png,科学主義を信奉する架空の政治家「白河　英樹」の胸像ポートレート。原子・フラスコ・歯車と未来都市、青色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p54.png,科学主義を信奉する架空の政治家「野依　良太」の胸像ポートレート。原子・フラスコ・歯車と未来都市、青色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p55.png,科学主義を信奉する架空の政治家「大隅　良則」の胸像ポートレート。原子・フラスコ・歯車と未来都市、青色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p56.png,科学主義を信奉する架空の政治家「本庶　佑一」の胸像ポートレート。原子・フラスコ・歯車と未来都市、青色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p57.png,環境主義を信奉する架空の政治家「石牟礼　道緒」の胸像ポートレート。大樹と風車と豊かな自然、緑色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p58.png,環境主義を信奉する架空の政治家「田中　正臓」の胸像ポートレート。大樹と風車と豊かな自然、緑色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p59.png,環境主義を信奉する架空の政治家「宮脇　昭一」の胸像ポートレート。大樹と風車と豊かな自然、緑色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p60.png,環境主義を信奉する架空の政治家「屋久　杉夫」の胸像ポートレート。大樹と風車と豊かな自然、緑色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p61.png,環境主義を信奉する架空の政治家「苗場　緑」の胸像ポートレート。大樹と風車と豊かな自然、緑色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p62.png,環境主義を信奉する架空の政治家「尾瀬　沼子」の胸像ポートレート。大樹と風車と豊かな自然、緑色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p63.png,環境主義を信奉する架空の政治家「熊野　樹里」の胸像ポートレート。大樹と風車と豊かな自然、緑色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p64.png,環境主義を信奉する架空の政治家「河野　みどり」の胸像ポートレート。大樹と風車と豊かな自然、緑色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
pol_p65.png,環境主義を信奉する架空の政治家「白神　郷」の胸像ポートレート。大樹と風車と豊かな自然、緑色の雰囲気。昭和初期〜1920年代の政治ポスター/レトロ木版画風のイラスト。力強くドラマチック、2〜3色の限定パレット、主題を中央に大きく1つだけ配置。文字・ロゴ・枠・キャプションは一切入れない。正方形構図。
